"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Haiti","HTI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","6694501128.55745","6498219674.86944","7010771683.47423","6878072319.31193","6764765888.12317","6911006452.42465","6871213789.45214","6725703043.18733","6939689176.20131","7204226191.74408","7251136777.72679","7721038031.59485","7796480893.27433","8167228671.56653","8639285435.54945","8736283400.77109","9473523979.62856","9824816121.51196","10434825547.2073","11223742331.1057","12051458300.9013","11707665179.6161","11290433820.8955","11392971447.7538","11427254839.7736","11496233326.0739","11439039014.7942","11348253230.3382","11370998175.3795","11039712740.2337","11154318515.4634","11364080463.8","10760655413.912","10176750400.4574","8960564685.92752","9847455167.82772","10255215964.9598","10532590219.7954","10762394520.9594","11054082104.3443","11150259169.2375","11112041891.9578","11228920585.9316","11619774577.796","11466642593.0665","11818917734.006","12027964912.6803","12594064682.4783","12928818990.6636","13690375422.772","12916662276.64","13575181302.2734","13643386325.9664","14233433330.5029","14644604839.5892","14849629308.6025","15118774099.5928","15498296353.5977","15756778637.9976","15485274058.243","14973407477.2561","14704149691.2104","14456828250.6294","14187369712.6764","13595808327.3781",
"Hungary","HUN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","20802988700.0884","21780729168.9926","23109353648.3011","24426586806.2543","25574636386.1483","36420945624.8387","39116095601.0767","42049802771.1575","44110243106.9443","47153849881.3234","49370080825.7458","52431025836.9418","55629318412.995","59467741383.4919","62976338125.1178","66880871088.8751","69288582448.075","74554514714.1284","77834913361.5501","79936456022.3118","80096328934.3571","82392486406.8769","84733329898.0214","85345922955.2501","87614458282.6064","87392734576.8299","88734168329.2386","92328993221.3065","92268736418.1497","92948226295.6053","89698143067.4039","79031203241.5134","76609544644.9065","76168190532.2801","78412984829.3261","79580966214.7964","79661529391.287","82033753398.2324","85190500943.9874","87819529312.3301","91691821698.8094","95416367494.0372","99929623991.0794","103865629649.023","109020611056.081","113708806061.092","118182032745.55","118574815857.973","119752782052.746","111681245651.521","112873946275.587","115037411549.874","113496503293.017","115802945078.187","120822254244.73","125244126623.289","128298381762.592","133589642960.172","141078862882.165","148241697677.304","141809897486.431","152052706989.445","158545886039.554","157210091224.024","158015487624.862",
"IBRD only","IBD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1861042420725.03","1882235217423.36","1940619696075.15","2032501824963.13","2199392598187.61","2336156066495.74","2467629562455.6","2569084124265.56","2732032890774.01","2948403800404.96","3176049802298.42","3370462147738.38","3595301429083.83","3848764074302.1","4070069661528.97","4260625666149.48","4528290743292.5","4739825851441.87","4934486794350.76","5172861556152.01","5435206606819.29","5554277459201.84","5714339392491.25","5812395921303.56","6099357709823.7","6371762155290.96","6617540625856.91","6940524788554.87","7221433986347.56","7451945718824.26","7597902283581.01","7686640523723.66","7809672730621.7","8101723187829.58","8397265312350.98","8737233535709.34","9216889653110.32","9713293843526.82","9976307887636.79","10353360894502.3","10967713297721.7","11366996132643.7","11892595048184.2","12605115162274.8","13570035009778","14550765272917.8","15760426793271.2","17172489854307.9","18192788695809.5","18707881704793.7","20172211645954.6","21456848028802.7","22628448391313.2","23813775858549.9","24967173532981.4","26062219197569.1","27247027234183.5","28671957667887.2","30094000721735.5","31309476640443.9","30918389883811","33275684905703.1","34518738883482.8","36182711729765.4","37743568925065.3",
"IDA & IBRD total","IBT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2168641533528.19","2193548971981.66","2271317394330.02","2379285690369.66","2561952691229.88","2714396864992.94","2851012130902.32","2941611451803.31","3118599020104.92","3369980503152.76","3632419970105.32","3855860406110.14","4086638357501.05","4358620634257.42","4618304634155.83","4802901772824.01","5099631954598.2","5333580365539.57","5532923387368.47","5790629431808.74","6072788259271.35","6186181972959.14","6342384617737.8","6432210811996.21","6725642083015.43","7023655128867.53","7287886339781.09","7633766697012.02","7948398157110.62","8193867561110.51","8368487504009.48","8471996005717.64","8611542716076.44","8911180032733.53","9214732055255.59","9583800746046.23","10104397688371.5","10634311038414.6","10928975608839.4","11333787324994.4","11986910473536","12427301547762","13010850112276.6","13778794123725.5","14822779731365.3","15881540179830.7","17172243022819.6","18668164407020.4","19763944053275.6","20358815833317.2","21925171128759.1","23283504983137.4","24517341501308.7","25801852674467.1","27063114358806.3","28230085120203.7","29485256642127","30998920431266.2","32522196015115.8","33834794299488.2","33422117667116","35890142142901.6","37247787154639.2","38993185387329.6","40672526012094.1",
"IDA total","IDA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","288743953718.275","292218968835.222","309518104768.59","324535710408.498","340433506778.801","355791520787.932","362087429825.436","354152910876.689","368445860264.96","401370671715.396","434271902633.455","461777883436.336","470240597917.959","489772164083.604","525590754548.584","523475361807.665","552176361749.33","574387307739.9","581493191884.17","601570882502.927","622450321068.609","619535123949.583","618792123817.175","613522989581.847","623642859902.92","649514286713.195","669010403236.052","693557131357.863","726258604108.942","742683730159.35","770996665208.875","785832725598.333","802396557661.071","809796611303.957","817620533774.602","846690397414.946","887573388273.751","920919259800.221","952647242886.09","980306738632.479","1018838746947.16","1059958733396.32","1117947604072.23","1173281406462.56","1252249981774.46","1330166954249.93","1410974487203.6","1494493375591.04","1569821116520.8","1649264093714.3","1751388388449.47","1825306136936.98","1887785208435.62","1986908858918.79","2094607349840.81","2166662253505.82","2237236388984.69","2326184400782.45","2427511794283.67","2524615504255.2","2502940694932.82","2614364762137.74","2728793014357.81","2810677994651.1","2929196177339.29",
"IDA blend","IDB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","122009753445.978","124227131763.152","129434391460.474","140147734828.273","148422817983.984","156232596406.258","157244039998.683","146554393237.764","151155054450.154","174026226512.81","203977548265.836","225304817665.046","234408456447.464","247671519650.245","267954897545.632","264513406750.471","282564558000.701","297890154445.832","299248983943.311","315895006211.606","328862414475.871","317526347159.353","314482482390.294","305168510010.635","309281178858.092","327790307369.366","337509118996.26","349387233470.172","370697437896.064","382363025338.407","405208635635.174","413013738217.232","424956769411.322","424043298134.35","427980183045.719","437822365891.456","458716226878.226","470014475492.005","483141349445.736","492948059235.617","510318770293.234","530574237861.33","564518989901.536","590055620267.939","633608674846.326","671420053494.239","709842072147.25","748333326117.634","779570490380.014","825429940720.508","874482393146.554","911191327934.911","952241872113.862","1006257369547.04","1064054381235.42","1104879083605.57","1130014833292.09","1161330403338.71","1206218367962.55","1242657423053.11","1225032497318.17","1289525302964.17","1345818371567.92","1382652971524.27","1436172981565.02",
"Indonesia","IDN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","52777607844.8164","55807383384.864","56835342943.0885","55563919278.9667","57525157909.7895","58147343958.1915","59770437997.5003","60595510800.8184","67209619010.9976","71794859672.0359","77218698920.0559","82642538168.0759","88458625142.2643","95627290482.537","102928121319.277","108051163593.775","115492177179.31","125610822865.747","134110994997.818","143933699325.67","158154460398.846","170691612499.017","174526106274.393","181843928959.468","194528502792.725","199318073804.82","211028100540.478","221423191492.769","234222555729.351","251687564195.661","269915108912.607","288571594912.183","307321553097.314","327286415428.63","351963716551.494","380895160093.945","410674256276.219","429975448805.372","373533751956.055","376488874892.846","395012382597.556","409404526219.842","427825582126.161","448277224148.753","470829486219.898","497631790442.44","525006275302.523","558318040161.892","591893632243.067","619291626017.383","657835433773.518","698422460479.197","740537688618.414","781691320690.699","820828013230.588","860854232686.214","904181621780.388","950021694164.001","999178586309.021","1049330233997.45","1027656193885.38","1065709127396.86","1122268412650.2","1178932006499.5","1238236350136.56",
"IDA only","IDX","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","172193671617.975","184931222052.846","188651033666.286","196221932671.761","203754194830.608","209437033494.656","213417325102.441","223564369749.087","232611439290.227","233367774467.812","238483845041.229","237135856593.361","242931097946.136","258202481995.234","259879671535.454","270147485991.954","276571937123.077","282613063546.536","285261912432.998","292910405260.235","302390983464.229","304975634263.97","309581284044.706","315687340601.847","322668160123.201","332480040893.188","345203255377.319","356025394292.84","360376178185.586","364789265057.088","371800604432.933","376233968999.553","384767775496.293","388652954821.397","408102870708.772","428066865898.285","450369014145.376","469098490064.725","487141562862.781","508390339276.925","529261434751.577","553128432685.271","582994064867.633","618260980555.134","658398787681.146","700845154041.82","745977950390.139","790283915196.5","823855324233.467","876932912532.266","914143290458.642","935551553248.236","980651489371.755","1030552968605.39","1061783169900.24","1107221555692.6","1164853997443.74","1221293426321.13","1281958081202.09","1277908197614.65","1324839459173.57","1382974642789.89","1428025023126.84","1493023195774.28",
"Isle of Man","IMN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","1181084096.58618","1186031930.57773","1412629715.29841","1552428450.29754","1736070746.85469","1854908489.10312","1932573079.00908","1963590738.60468","1979299513.40244","2030761215.8064","2111991688.88312","2202807293.61618","2372423591.96083","2576451886.42492","2924273044.63406","3324898364.51275","3501118028.55419","3690178368.17942","3918969360.39539","4154107509.79688","4370121229.25085","4627958352.74886","4984311086.32714","5358134429.26002","5620683069.9188","5738717429.66488","5933833731.82898","6052510369.79887","6494579135.1244","6763575613.59418","7112244689.05881","7084800892.22284","7577357706.49841","7792384786.37832","7964861239.48697","7985161906.36243","7279527763.56095","7558904124.23897","7244046026.79496","","",
"India","IND","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","136368119594.478","141444753584.224","145590679986.918","154317899661.715","165819135753.596","161448524536.398","161359197052.857","173987108161.045","179881668161.506","191645390152.62","201528983203.524","204839964083.559","203706581888.418","210419775347.359","212913957231.546","232395396987.391","236260373289.536","253400507185.485","267876092471.368","253844253326.143","270942749191.358","287216122417.714","297198988654.362","318861504646.348","331044366862.92","348438428459.16","365081813582.139","379558605848.711","416101684459.118","440848680243.36","465242841648.51","470159674247.956","495935689518.468","519496484311.542","554089360749.644","596058814154.216","641058406947.109","667020123972.214","708271422053.216","770923380745.097","800534479623.61","839151992864.812","871073127580.09","939542798342.002","1013982178697.24","1094324353140.52","1182534912713.8","1273126725479.64","1312424303406.43","1415605643155.69","1535897931732.14","1616399198833.92","1704596203504.32","1813453530766.63","1947834564908.95","2103588360044.94","2277267041550.36","2432016068497.75","2588974770244.57","2689205295885.31","2533830417086.54","2779348258938.77","2990839011962.46","3265719695911.24","3477476264134.11",
