"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Estonia","EST","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14658008362.8783","13485390619.7881","10630714641.1646","10020459081.6078","9855880594.36405","10302024946.6889","10811255302.9678","12222126358.4524","12752545572.9222","12698344018.6504","13979307068.9028","14801394595.5546","15827575405.1485","17029885802.1805","18188037434.5502","19920094036.3597","21864807422.0901","23520174236.2883","22314692031.2014","19050002927.2983","19516680413.329","21001309333.0129","21772481344.2301","22154913628.3244","22891074856.6938","23311847750.9394","24032887679.5037","25387062190.0468","26326306710.8582","27307395871.0676","26519903136.8312","28417255488.3023","28434428182.5728","27574844401.6353","27502872345.3324",
"Ethiopia","ETH","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","5263329225.83546","5491025655.44194","5739145003.59746","5973903904.19009","6318713576.23631","6777237221.57145","7052500667.16255","7344628492.48129","7446620220.11373","7705965802.72538","8208893824.02496","8555896866.5395","8993092031.61491","9287495137.52209","9403229559.94464","9417222535.57464","9673906039.89112","9938971677.89439","9829567086.08187","10461034808.8952","10919390083.4654","11019413209.7013","11926862517.7355","11587182914.6542","10295866350.4472","11290613046.4569","12855416412.1834","12920165915.2807","12873518408.2292","13224508680.3701","12280612057.8476","11215578415.0916","12689623265.693","13094417753.4806","13896779695.8913","15623617690.3741","16113247315.5275","15556028804.3965","16359053695.2449","17352574603.7583","18793064976.1136","19077728362.3105","18665390025.6039","21198769337.7279","23704202269.324","26272487888.3487","29282307975.8989","32441436121.8563","35297110794.6214","39727088219.906","44167899823.5539","47987456602.7121","53065618849.7063","58508820967.9288","64589328550.5953","70682351658.2337","77442545825.2366","82721144197.5947","89640011617.7163","95071775811.9827","100435279224.388","105780203623.569","112755610463.007","121005590210.621",
"European Union","EUU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","3072502387085.26","3248423010886.7","3433444745555.09","3598143636878.49","3812715290111.72","4012577369437.76","4184313175438.56","4333380188221.67","4574851600944.15","4896644330520.96","5167397602689.31","5356335028127.78","5612156103383.81","5953529153004","6144026342493.37","6106274302854.2","6404546371703.65","6593457470635.07","6794579190358.24","7058842053792.71","7204751159602.99","7244984932687.37","7304361984797.95","7409982880346.4","7597200033422.46","7773194226643","7973689834266.77","8176546095175.67","8514257042919.26","8845724844380.34","9137384908027.94","9270776396565.26","9354368313027.31","9298615216859.02","9549830099085.89","9810056277346.38","9998049142427.05","10266480071120.2","10572599735763.7","10890211146774.1","11318629440005.9","11563265412214.6","11690220076952.9","11799774508157.3","12106594006373.2","12346767407877.2","12786922888687.8","13188707108398.7","13270906111459.2","12698644647848.2","12976049016675.8","13230535416570","13129747124225.5","13125063129604.6","13338917403787.8","13655113751882.8","13920858121553.2","14309826811581.5","14603756580236.3","14877892247998.5","14048682909024.6","14941776767669.3","15463565105696.1","15534002015257.9","15693282674206.4",
"Fragile and conflict affected situations","FCS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","281734514962.63","281257391089.317","303416723041.139","322944214482.27","339661942966.964","361063490672.881","364182335187.824","343231864607.424","364462708583.988","411965462623.367","462166592697.673","497339439328.49","516126231394.41","536258580380.876","595153796148.476","594709975875.273","648459319433.228","680748812558.18","679519054097.936","722185753808.499","760293862335.612","710332416624.445","704608658354.467","671839714990.696","664115360292.417","692715329751.166","691960789720.946","702171070154.967","727845436000.682","735476172839.556","773312197489.402","727200645511.152","728697801481.749","714500019228.13","690165856817.87","687995341361.631","711462084989.153","743808707121.532","780640284236.039","804885630998.42","848563487595.182","883649413901.296","926020378649.417","936250801760.392","1042146584466.13","1103403381618.72","1167509883740.48","1237461277607.08","1299979028252.3","1339216068709.08","1433554817327.64","1434470459410.57","1514861891627.97","1567768789362.74","1604360349785.17","1617402176010.38","1652299246685.52","1694741797932.22","1741348239076.52","1781637138348.42","1692143439234.73","1733438005084.54","1754932555158.48","1789362272265.56","1818958136358.62",
"Finland","FIN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","49407156991.3534","53164408473.7087","54749742178.9862","56548325759.8566","59510715322.7713","62666483933.4592","64153448687.1002","65544827211.5857","67054514651.4897","73487247214.7083","78977062520.1493","80838489674.8327","87091738771.8179","93174076319.5824","96189686453.0072","97925812133.7108","98263052166.5337","98498402621.9366","101374267934.078","108594068216.173","114446254119.054","115921906116.039","119500085463.279","123209187439.57","127184572427.964","131686975464.006","135315082418.65","140133697119.607","147464248896.833","154961227425.948","156033016628.071","146857345004.687","141994349627.478","140887056302.517","146472344493.8","152674521262.385","158266465561.969","168391880311.838","177576428488.635","185370756398.689","196036503503.623","201212380923.485","204607490634.566","208723783982.573","217083963685.375","223113056548.362","232081249320.459","244411266035.096","246328504349.487","226434937568.653","233609048324.553","239193226293.28","235550695854.071","233242909052.234","232127848351.009","233210733506.25","239208760000.401","247110710501.527","250058685918.643","253433824168.6","247120696232.09","253734502126.393","255670602724.759","253249645355.292","252859096867.846",
"Fiji","FJI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","864434173.687535","894841354.511092","927110248.096719","986063074.413987","1034156138.86357","1006231162.53814","1006231162.53814","1140581419.6062","1230872372.08857","1262830871.70158","1423244629.39809","1521291761.81921","1635164659.55035","1825054181.04265","1872526576.32394","1882454921.65266","1933961961.515","2048143304.39702","2086308436.54883","2341355883.06158","2303813249.63404","2449644410.40189","2303192757.40919","2211983491.0001","2397635806.78542","2287021481.69846","2464263541.75008","2301252015.4539","2323246343.58118","2496064099.79842","2640835885.57602","2569533218.13681","2726274793.51808","2784345330.516","2926346931.47221","2999505561.98954","3143481841.8692","3074325261.19311","3114291503.47037","3388349115.89017","3330747234.58962","3397362184.16936","3506077743.95306","3541138498.41928","3728818828.37531","3754920575.17991","3824479873.24133","3791946770.36277","3831109777.4424","3778009151.30613","3889636945.80503","3994857188.49829","4051237182.53113","4243031642.79503","4480790532.15796","4682479893.97558","4796997047.62998","5053797787.50531","5246466309.21899","5215934671.17566","4327208912.29646","4115996279.01139","4930664173.03194","5301661710.96712","5504662278.88559",
"France","FRA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","508897750935.067","533344343072.222","569994161066.516","605326016606.752","644223451498.14","675197188363.754","710376197079.09","745158757031.995","778321728132.898","833684910476.922","885376114119.611","932571962137.986","974886243665.223","1039326074353.52","1088078748925.3","1075844942665.59","1123030884957.67","1163152896909.33","1208457476980.2","1253113736480.6","1274121102725.16","1289261671631.73","1320752051528.69","1337420703409.51","1358946108004.79","1380268983033.81","1413251000995.92","1449327712381.84","1519101594974.65","1586020591645.5","1630899060963.07","1651067777785.17","1676098974378.87","1670081815758.79","1709890902349.41","1749300344479.7","1773739467493.06","1818562957062.05","1881350558837.76","1945303460549.75","2025858476151.37","2064338989612.96","2086380974762.6","2106573536968.08","2166995343501.89","2207920477337.34","2267844862926.15","2325232266328.63","2334072135222.36","2268145064848.79","2313515332182.54","2369909039106.43","2374265767668.09","2392826743357.49","2416703156974.4","2442483452642.5","2463489569347.31","2514819204088.14","2556210832760.02","2608036638906.12","2413981867676.36","2580120255051.75","2646451030889.78","2671234714486.56","2702385011317.5",
"Faroe Islands","FRO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2166314314.46368","2067675562.88792","2059822159.10004","2133282898.13186","2284350973.3955","2418125853.51823","2549481885.27429","2573905971.05459","2609591837.86672","2701241060.07126","2775895516.47884","2901879820.04399","2854366727.12733","3011481923.30763","3118570937.35915","3196193980.39855","",
"Micronesia, Fed. Sts.","FSM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","100761872.005814","103080981.59273","104180768.529282","139529311.460246","160915356.147786","161034897.096529","161608701.764639","165529675.246013","174865895.192278","178571694.704167","165720941.287495","181835189.695622","177069172.778774","180486602.212944","173352871.996122","202043944.299233","218165732.316142","220783197.610877","226410747.994556","234394017.143497","243162525.880859","261223036.414529","271692897.593468","293810479.333976","292240000.157136","312739072.232645","302786553.06921","284434849.521501","292542710.018472","296563529.330979","310899125.003711","317638182.0248","319375655.487445","324396608.28907","314404696.27295","320824422.528081","320564377.351049","314678221.396249","307099219.76208","310456119.002577","317470533.372672","327593318.653529","321477741.865646","309648107.466093","302508316.50838","316489900","318022033.310273","320639498.605008","320639498.605008","333726825.078682","328143728.237262","338315214.387187","328484228.255961","330068007.612522","332441472.232801",
"Gabon","GAB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1696430402.16032","1946939619.42109","2091971271.33539","2219423267.20213","2320505870.85802","2513881414.09618","2627207303.04505","2735320899.36372","2803944654.17385","3030584989.18453","3293619830.31703","3631503425.96331","4043205904.71932","4454902662.03178","6214014316.31316","7406490804.13761","10045078184.8121","8781197289.68249","6669389058.07285","6701028991.88961","6872102050.9686","7222258278.85147","6998547355.48186","7391042735.22878","7946028913.78889","7760652085.26897","7698287660.97566","6378336008.80052","7197655800.48086","7812717800.63261","8218372646.58668","8720720960.85617","8451237981.301","8784770737.08178","9110927737.90141","9564091413.41355","9910794415.49417","10479512210.8024","10843972206.2432","9875321072.27314","9689372094.82624","9896262806.17442","9871617829.34082","10093465659.4406","10163064451.2538","10435048720.8443","10142180902.0393","10751534086.7123","10395827037.7727","10409376035.5652","11147389066.6347","11937934403.3789","12564804521.2615","13273296028.5793","13846034032.3711","14383107762.6952","14683922149.3088","14753324537.1727","14876945089.6921","15460241661.1259","15176119359.5533","15398898313.8373","15866657481.1283","16254737014.9742","16804782297.4574",
"United Kingdom","GBR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","793127688244.294","814552559055.175","823502017570.884","863520470098.009","911832808560.17","931257884730.349","945854883421.642","972109334166.49","1025309894084.56","1045192065287.91","1073501944592.67","1111125153878.03","1159144290115.62","1234765106760.81","1204088552401.44","1186344508062.98","1220870290414.9","1250876235526.21","1303466331519.52","1352333501333.52","1324862634143.25","1314426109939.22","1340647481092.82","1397247691630.83","1428952711497.7","1488217310719","1535101225014.79","1617885217057.32","1710629088852.92","1754722312652.16","1767597683606.22","1748098930592.98","1755110242246.38","1798809519899.64","1867991899167.13","1915283289782.35","1964735787016.77","2061492114548.28","2131637645608.31","2196830015764.98","2292208338883.96","2351181826662.72","2393401075664.14","2468849371154.3","2529531329418.04","2598654839641.27","2660520860407.28","2730356339128.21","2723563287347.57","2597719582892.9","2655734846285.57","2685966733177.06","2726497926773.14","2775572749073.16","2864242231941.85","2927911140916.73","2984177105011.43","3063451915304.45","3106499243232.44","3156963552417.56","2831893577011.53","3074755378978.02","3223545410805.62","3236345540532.38","3271966955942.46",
"Georgia","GEO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","5243159135.67355","5498288150.05056","5779416530.19967","6022260625.29458","6349244544.44395","7019638203.70375","7548614493.0108","8020635559.04975","8378001665.83002","8778177254.15168","9836129832.76578","10079213236.6486","10365106122.0728","11037028854.092","12009362469.6233","12895704865.7106","13682282556.9885","14625580176.3439","15712196494.7727","16870286034.5575","17642345727.7474","18571497605.3761","18943381710.2443","19758250884.9756","20830721461.6776","21860010300.477","20072807510.2145","20330036655.824","21459462455.7942","19915715325.7756","16970422995.7282","13389689057.0621","7377748823.20649","5216056133.54707","4673678615.23576","4795034188.99656","5332200118.25066","5893190454.62344","6075968327.9871","6250184305.04248","6365211520.66238","6671206249.59299","7036389739.95908","7814405534.92863","8267069270.18365","9059975319.60238","9913559155.90151","11160245709.6589","11430503827.9115","11013204446.9733","11701134202.5253","12629541567.4316","13460417765.6957","14151325572.1376","14730184213.8494","15223796148.8396","15749049874.5344","16561685511.0983","17565660917.3341","18510819818.4957","17346401920.57","19192793472.268","21296041913.2144","22963990777.4548","25129167228.2708",
"Ghana","GHA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","7662648270.29804","7925452126.85685","8251121525.01243","8614663810.56862","8804989947.32713","8925530160.18407","8545455168.92649","8808259025.1072","8840749198.2964","9371740063.47322","10282998639.478","10819372656.714","10550223948.3406","10854554040.8706","11598364183.5822","10156498575.7214","9797955609.28167","10020771627.3309","10870125777.3191","10596748481.7835","10646732914.4802","10273770732.8212","9562450763.29886","9126045611.45629","9915226744.35855","10420072141.8334","10961828435.4331","11487437024.2462","12133969366.5825","12751087602.0406","13175548086.442","13871457663.3982","14409589638.7183","15108454815.9955","15607033785.5625","16248860403.8684","16996707892.1917","17709950508.414","18542387390.0119","19358251846.5356","20074507180.6623","20877487493.6","21816974338.743","22951457033.3962","24236738625.149","25666707129.5251","27309353954.6989","28496442169.6902","31103809332.791","32610629348.5193","35186775129.0417","40129504915.3457","43858655296.9198","47065830437.531","48410143589.6826","49436806230.4839","51104539956.3997","55258774288.879","58684861220.5087","62503939826.8611","62825173619.4157","66014472471.1465","68526224001.2217","70678009792.105","74695964607.757",
"Gibraltar","GIB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","1942094537.42791","2046303803.61148","2093679410.45577","2126493371.60931","2238138977.04167","2302528457.7449","2484966268.00798","2401643613.44062","2564865665.15536","2533885659.63891","2599801856.25516","2615653814.13534","2662735707.35719","2697351586.67643","2735114764.04489","2871868603.63435","2961299741.68835","3059020822.11607","3251987425.51287","3382179961.94632","3528427545.98221","3620640283.15178","3739069518.82914","3927673589.83666","4083606123.90946","4271765348.97459","4462353367.48162","4693574823.86752","4864614381.03605","5050053677.45401","5176459579.46449","5365832405.72436","5642956694.13195","5713414722.47307","5847115329.55072","6022369313.03617","6094011545.87354","6509469022.49636","6778506429.10409","6702408065.67158","7025019105.91374","7419271030.30424","7858142150.2509","8168199850.29177","8470141696.43118","8794201742.84609","9745789528.35549","10749606370.4679","11433119223.7578","12075307751.6835","12643401588.6985","13349198344.073","13879482945.938","14648645956.2703","15479007958.4173",
"Gambia, The","GMB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","253504725.723235","253504725.723235","277780701.967519","284546114.523255","302056645.839376","301857659.86377","302587264.271584","330577582.495729","350011556.292565","393389990.330913","422308976.529101","436834614.983294","464427038.901168","458258597.172334","486991776.014378","503169126.654155","499321982.876258","553664331.566174","573237790.274772","568581582.283382","591842657.034875","606368444.288168","633514510.041076","670864763.575962","694740031.231163","716325876.505343","740528298.603424","762833761.663294","764011164.754756","770748583.770315","787886530.287664","826492963.259544","855420206.246188","910167091.320248","960226283.311822","1015919410.0795","982902027.731066","1050427393.31825","1124482524.55398","1098037738.85618","1091937250.0561","1125167625.04935","1195557048.77095","1275249585.58493","1350595613.51288","1240786190.47581","1305822857.84822","1343336129.36544","1324430251.83027","1378176608.93204","1404959537.12175","1472715273.80675","1579264608.77791","1677527292.27233","1687449652.95674","1776141480.03218","1873704900.53827","1963596060.75029","2076438382.25331",
"Guinea-Bissau","GNB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","309755918.777507","297641465.593937","316615694.987483","320129789.759336","334725278.541427","360986432.509662","378831635.457592","351669142.123436","397829386.273409","405762678.552412","341032772.531507","402989997.491558","419915908.380757","405645958.85415","442597153.781284","461037932.755857","457377994.07007","470641955.932678","492291485.851147","522321266.59307","554182863.783592","582446190.027857","588853097.930413","601219012.922846","620458021.451395","647758174.433145","722898122.695806","769886500.621982","597079877.976298","697478986.452666","705153195.39567","738901627.416716","765900620.254642","763710672.551679","772660533.181804","823345295.681209","845299838.603667","866938047.629768","906163311.064931","928345745.452418","980382895.434522","1059647261.07297","1041496885.43544","1075408772.95023","1085781367.43837","1152384166.79638","1214989490.95557","1271652706.03289","1319485332.4773","1392924525.82696","1422567560.22443","1497072635.73124","1580686197.61986","1651243277.32771","1730725640.51329",
"Equatorial Guinea","GNQ","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","132086051.076547","139706650.788986","142782538.514882","149927929.590197","151444273.188883","170988427.529981","167003445.86169","174412950.140804","179044071.247429","176843300.771014","173733397.99699","171957427.660152","231704586.214421","257269046.82918","300152801.145199","352638311.553616","587424889.588275","1468403404.76972","1817508712.76923","2283954429.45661","2699948863.55525","4411173089.8169","5269712387.32535","6005113941.93001","8286980786.09409","9674942387.18021","10420388726.5973","12012844402.6491","14151023687.8999","14341122354.4363","13061295371.1388","13913404306.2274","15070007775.4052","14447134439.884","14507099626.4903","13185496881.0174","12023008461.8485","11341603434.7324","10634279338.5817","10051326714.9325","9569759527.14748","9652085293.25754","9963221065.40967","9456161986.86363","9541952850.62711",
"Greece","GRC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","41539985361.5399","47024857985.3205","47196410446.5485","52786762334.8895","57753826340.2219","63972764697.3105","68127476783.7885","71989954837.5754","77175907942.2961","86100274027.8043","93789528052.5007","101143730558.398","111420086907.787","120436622701.813","112682623197.718","119856909405.256","128069383417.525","131835905144.408","141389873865.792","146030402056.192","147019219771.839","144734950884.65","143095614240.297","141552152406.143","144398172998.4","148021926593.792","148788176908.38","145427255498.996","151662975130.371","157426168113.858","157426168113.858","162306378863.087","163442524062.296","160827443641.566","164043992268.73","167488456016.048","169803934634.075","175921772178.591","181968090540.634","186806231970.762","194535950663.831","203582678904.899","213116735217.242","225470734593.334","237596249349.014","240408216059.142","255898673342.699","264872706550.759","265024939553.215","254107830646.221","239639588360.141","215970916413.204","197978089510.093","193479795684.276","195012591113.587","194567373678.099","194505511433.343","197370820217.692","201445880434.67","206033167050.895","187085880047.738","203277223532.871","214952753800.9","219965719527.074","224962760462.684",
"Grenada","GRD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","294935712.434929","310689415.023815","328094495.435333","326339898.60685","331346564.449883","345012163.476187","357544988.718075","370303857.706844","392446947.632986","420680655.446063","458951763.014822","472567905.754739","490372992.122434","510049757.237171","517116730.160327","512715297.542475","502672150.4058","511185184.991459","522070746.474282","545241471.586559","572588028.202019","639887179.228114","684028916.017964","717463922.03278","702943169.422603","727105600.384471","795918681.218461","790765503.201134","895749020.659748","859960907.039514","912620191.349021","921267656.665568","860341634.562189","855944031.100456","862490064.656016","852529700.227814","872573509.102323","936638937.786048","997007407.407407","1034291535.85512","1080200382.60863","1127312678.42806","1134939081.03144","978809798.804488","1024691294.44286","1099706286.21882","1151169921.08874","1193683309.23905",
"Greenland","GRL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","713408661.20171","806585906.039216","856410923.91198","914698328.318166","966893338.199623","973141791.091122","1031133339.48176","1122103173.82261","1189616948.38369","1247439439.61142","1355667363.53824","1364686341.57105","1304371833.71611","1349466794.07412","1279569603.00479","1326355632.28614","1420491372.10858","1498843859.42713","1582833234.42623","1688242726.38638","1490388563.1779","1488697499.84214","1412599749.26156","1341575185.54526","1421055060.70202","1474041620.85829","1496589112.21245","1518572904.49646","1636383513.20916","1658930987.10214","1776741578.35367","1799289052.24665","1781814765.21794","1860749973.98387","1989264212.32217","2088478601.21324","2204508100.36514","2256367786.21633","2395498418.1565","2416242292.49697","2458184031.69379","2445978671.28639","2480080343.49763","2447881939.21831","2563963821.89127","2499113022.81675","2616120347.69515","2617499780.41644","2633808516.64035","2708402650.63237","2715195047.19671","2759563889.53607","2814880887.77734","2839256686.24476","",
"Guatemala","GTM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","7658203960.464","7987393262.88901","8269867526.49977","9058899220.20129","9478597335.48711","9892031885.51399","10437290969.7866","10866490704.1177","11819051088.4081","12378908785.0016","13085482489.1669","13816143712.7008","14829288663.1314","15835134746.5799","16844629321.8341","17173098047.5396","18441720416.3123","19881875061.5578","20875310688.6935","21859259292.015","22681162667.4049","22827877721.0651","22022033318.5206","21455606483.6655","21562175998.8859","21430789260.853","21461445918.2085","22222035978.8874","23087003632.5866","23997229418.2462","24741758621.3352","25646873696.8451","26887756349.9315","27943674018.8543","29070849593.3756","30509434394.769","31411836309.0591","32782677099.5228","34419689195.0744","35743836043.6367","37033784161.0456","37897624902.3476","39352623520.9604","40360199305.3707","41626668794.4542","42990369672.5111","45290955363.8385","48161368706.8855","49747574944.1124","49984820187.0985","51426470088.6667","53567820416.3384","55161306960.2094","57199417423.9334","59741346853.4207","62186064757.9334","63851284899.3449","65817809509.1704","68060138996.4032","70794725915.2777","69530649309.9694","75122098203.595","78265595990.3531","81030842139.5616","83989978802.2225",
"Guam","GUM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4800664422.202","4842877343.03913","5157363603.27571","5345211101.00091","5149976342.12921","5186912647.86169","5292444949.95451","5315662056.41492","5435968880.80073","5440190172.88444","5556275705.18653","5650199454.04914","5751510464.05824","5799000000","5809553230.20928","5861264058.23476","5812719199.27207","5959409099.18107","5332547224.74977","5442300818.9263","5719850773.43039","","",
"Guyana","GUY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1555849243.71008","1628811172.24648","1646808327.27754","1444602377.02959","1608713286.32745","1778288055.66404","1871350740.24171","1952073734.27444","1972079123.76025","2110013962.86862","2199804697.49544","2268281336.58747","2193027225.96307","2220324260.24621","2391352284.36973","2594211213.12201","2634081989.7315","2564577004.01239","2518255902.1123","2472028372.68628","2514890618.69424","2552517555.06155","2215837056.70706","2065328835.4097","1961468862.25418","2008537592.24204","1990448657.74979","2008350685.18367","1934171587.8471","1839074818.14123","1782661480.13403","1890652727.13754","2037327406.13112","2203881070.82096","2391925529.8736","2512273984.61924","2712138382.14991","2879766586.43647","2831412296.32746","2915226398.47074","2875468427.07822","2941015352.67748","2974326085.51831","2955521640.87583","3001726850.82003","2943164432.84229","3094137270.70843","3316643991.45274","3374858506.06674","3496741806.93763","3641452424.56855","3830671453.00564","4032790343.85011","4180123674.47048","4250621228.25175","4279840193.7046","4442793237.23993","4608708975.07815","4813377725.77348","5071030135.73162","7275896377.20418","8735441012.70968","14268000638.322","19089873040.0558","27369534584.2722",
"High income","HIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","9317292501681.09","9743314198416.31","10290931736514.4","10809132727941.5","11495348601589","12133982398394.2","12807958666342.2","13309666355034.4","14100855533038.9","14894548315810.9","15346263320132.9","15949521708116.1","16827575203777","17891283942556.1","18100459981656.3","18073638890331.4","18972367807661","19711544183599","20551987536333.9","21395722474755.3","21673240210016.5","22094641667475.3","22052723892613.5","22682670174638.2","23744600773218.6","24585852971435.4","25356089560946.9","26256274761613.4","27478787963296.2","28545786233787","29297099586656.3","29545462640177.9","29994090882759.3","30322085401574.9","31203970453213.2","32055288803232.4","32986803535468.6","34143618211284.6","35072857442182.7","36327152924954.1","37875074397758.5","38479476557972.9","39110038251063.5","40007188473695.1","41416844402110.5","42657901566211.5","44044309169253.9","45305678178499.1","45611444646658.9","44081446178015","45419977771953.4","46349956379972.1","47026081638662.3","47784240843291.3","48812767254715.4","49956747461166.4","50869136985363.3","52126680636418.5","53361319969901.3","54382479228802.6","52275421377053.4","55330068427069.4","56991784393162.3","58029791997231.9","59148025095761",
"Hong Kong SAR, China","HKG","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","12533146158.1224","14324290929.4579","16582351283.5639","18013093820.8289","20650572607.2855","21021162090.4347","21358246843.2808","22083918552.6483","24588963101.0828","26852796229.6667","28811125077.5481","31868544909.357","35781920047.0835","36646138343.9204","36826452652.6121","42779088672.5669","47795176927.2266","51743415095.1333","57723217112.6311","63558020618.2431","69443986752.5611","71492416158.9602","75765514380.8187","83322189364.0316","83953006465.3115","93234948675.8182","105727006262.657","114725969332.09","117338206379.163","121832933864.31","128779845394.339","136809208734.8","145292923384.168","154062786540.989","157719782576.904","164436235894.443","172822039760.999","162655504755.499","166732781411.734","179510195164.431","180517034948.369","183507671702.884","189116205087.294","205569404690.873","220757234767.229","236282262788.088","251557590014.863","256910536639.056","250592744335.461","267552023834.934","280433800294.858","285201998821.938","294047587196.91","302170446845.582","309385622601.348","316116111684.284","328116238332.282","337457492970.757","331813870172.854","310097371736.975","330112373193.41","317951853968.253","328172381393.87","336511889872.948",
"Honduras","HND","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2488221554.71134","2534394469.914","2680498409.16463","2776471958.15166","2926863603.50747","3191368847.56314","3362867975.7073","3563884850.21886","3799036503.26279","3823936864.30056","3962620383.3024","4120927210.54438","4358387600.39871","4701386276.07008","4643670096.19847","4742611928.06353","5240619049.49136","5784799119.23104","6129932487.30478","6473817206.13159","6512618291.90951","6433031815.40282","6299568219.95635","6356623024.03623","6758825363.17007","7139092751.14954","7519661681.17196","8018843592.09015","8158855312.11678","8381416559.39347","8615404668.15174","8329432815.32301","8835336566.45516","9409255132.55713","9429193673.37923","10012795187.1499","10200112185.866","10669121816.6388","11052168152.4926","10970862757.5133","11770779974.6587","12091321063.1334","12545270107.7257","13115708313.2068","13933118990.7264","14776156180.0019","15746542343.9334","16720989901.6315","17428555328.7177","17004757718.2843","17639229093.9667","18315815357.186","19072018181.9071","19604424966.4102","20203944075.628","20979791685.416","21796529142.7732","22852116284.6356","23730778960.5382","24338200129.3672","22156260473.8169","24940257609.6892","25973672631.7766","26902451582.3921","27858556649.7637",
"Heavily indebted poor countries (HIPC)","HPC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","121529826292.752","121372915283.372","130124979561.761","134491656800.769","139061522125.051","144538527980.237","150117987753.288","153723829284.179","160678737591.46","167998604200.015","168152192657.261","175757818774.344","179496176455.105","185220502140.13","194840397282.363","198861306974.243","206535869894.345","213915471974.195","219297903249.964","220529468309.274","221897793733.165","228215149582.873","229569725042.255","230431222061.974","233329995093.184","236968445207.233","244281335834.984","252302916382.812","255574317054.306","259437396390.512","256690494794.665","257999759092.785","254895908010.245","255907197584.079","255648752554.62","268183987199.674","281858167208.018","297448438864.864","307931601948.987","317456618093.753","326572438741.305","338448195184.819","351680160088.945","365640388542.103","386829539377.73","408733107636.05","432574568348.563","456093944022.021","481829334685.559","499160286525.105","530020410521.136","554277637748.944","576437296360.969","609251381065.346","643428411991.969","675124056288.55","705173526442.497","740621099009.823","771982328833.611","806474082221.819","808405548885.444","842697165751.427","884765753783.792","915566268376.055","963576544877.918",
"Croatia","HRV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46596559830.5556","36769964789.4642","32462991993.1543","29857647988.7463","31610433644.6059","33746817537.6736","35808404184.0044","38017063244.9442","38873085038.3193","38543171372.8886","39678365282.2696","40912852422.3237","43287159653.9949","45697550022.2559","47603359433.3077","49663193223.0578","52186811453.5612","54821664179.8318","55900878029.5945","52091816697.5999","51396869395.5182","51346628209.0189","50189405844.8756","50126443322.4666","49847163744.5929","51005200669.6941","52770556703.1252","54501936568.9879","56085044234.0737","57823926882.8566","53017808755.2998","59714859477.6201","64066840476.8464","66182676637.3453","68707509493.9887",
